"Title,URL,""Downloaded (date)"",""Downloaded (UTC)"",Views,Overall,""Overall Issues"""
"§ 3-2 Leger, særregler - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/leges-og-tannleges-rekvireringsrett-og-krav-til-rekvirering/-3-2-leger-saerregler,""7 Mar 2026"",09:51:52,1,82.7,86"
"Tiltak på pause - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/statusrapport-nasjonal-e-helseportefolje-oktober-2024/ferdigstilte-og-nye-tiltak-i-nasjonal-e-helseportefolje/tiltak-pa-pause,""7 Mar 2026"",09:55:18,1,81.6,65"
"Strålebehandling ved bensarkom - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/sarkomer-handlingsprogram/stralebehandling-og-annen-lokalbehandling-ved-lokalisert-sykdom/stralebehandling-ved-bensarkom,""7 Mar 2026"",09:54:40,1,79.6,149"
"§ 2-1 Forsvarlighetskrav - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/grunnkrav-til-rekvirering-mottak-ekspedisjon-og-utlevering/-2-1-forsvarlighetskrav,""7 Mar 2026"",10:00:10,1,82.4,94"
"Kunnskapsbasert prosess - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/palliasjon-i-kreftomsorgen-handlingsprogram/prosess-og-metode-for-utarbeidelse-av-retningslinjene/kunnskapsbasert-prosess,""7 Mar 2026"",10:00:13,1,77.8,113"
"Anatomi - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/skriveregler-pa-bestemte-omrader/anatomi,""7 Mar 2026"",09:57:00,1,81.6,88"
"Avgrensninger - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/rapport-om-store-sprakmodeller-i-helse-og-omsorgstjenesten-risikoer-og-tilpasninger-til-norske-forhold/innledning/avgrensninger,""7 Mar 2026"",10:04:02,1,77.8,77"
"Ferdigstilte tiltak i porteføljen - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/nasjonal-e-helseportefolje-april-2024/ferdigstilte-og-nye-tiltak-i-nasjonal-e-helseportefolje/ferdigstilte-tiltak-i-portefoljen,""7 Mar 2026"",10:04:12,1,79.5,167"
"§ 3-4 Særlige tilfeller - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/rekvirering-og-utlevering-av-legemidler-m.m/leges-og-tannleges-rekvireringsrett-og-krav-til-rekvirering/-3-4-saerlige-tilfeller,""7 Mar 2026"",10:02:39,1,83.9,65"
"Digitalt helsekort for gravide, Helsedirektoratet - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/digitalt-helsekort-for-gravide-helsedirektoratet,""7 Mar 2026"",10:05:24,1,75.8,89"
"Beskrivelse av målområde 1 - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-for-allmennlegetjenesten-arsrapport-2021/en-attraktiv-og-trygg-karrierevei-malomrade-1/beskrivelse-av-malomrade-1,""7 Mar 2026"",10:02:22,1,80.7,90"
"Entall eller flertall? - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/spraklige-prinsipper/entall-eller-flertall,""7 Mar 2026"",10:11:25,1,85.3,83"
"Tjenestemottakers funksjonsnivå - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-helse-og-omsorgstjenester-2022/mottakere-av-kommunale-helse-og-omsorgstjenester-i-2022/tjenestemottakers-funksjonsniva,""7 Mar 2026"",10:13:57,1,80.6,81"
"Tjenestemottakers funksjonsnivå - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-helse-og-omsorgstjenester-2021/mottakere-av-kommunale-helse-og-omsorgstjenester-i-2021/tjenestemottakers-funksjonsniva,""7 Mar 2026"",10:10:25,1,80.4,82"
"Bakgrunn for arbeidet - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/utredning-av-tiltak-for-a-redusere-overdosedodsfall-som-skyldes-avhengighetsskapende-legemidler/innledning/bakgrunn-for-arbeidet,""7 Mar 2026"",10:12:26,1,85.2,71"
"Infeksjon - oppfølging av infeksjonsstatus 30 dager etter fjerning av galleblære (kolecystektomi) - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk/kvalitetsindikatorer/infeksjoner/oppf%C3%B8lging-av-infeksjonsstatus-30-dager-etter-fjerning-av-gallebl%C3%A6re-(kolecystektomi),""7 Mar 2026"",10:15:15,1,63,102"
"Inntegning av målvolum ved strålebehandling av analcancer - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/analkreft-handlingsprogram/kurativ-behandling-av-lokalisert-sykdom/inntegning-av-malvolum-ved-stralebehandling-av-analcancer,""7 Mar 2026"",10:16:51,1,75.9,251"
"Meningsfulle hverdager og økt livskvalitet - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/forebygge-overdoser-og-overdosedodsfall-i-hoyrisikogrupper/meningsfulle-hverdager-og-okt-livskvalitet,""7 Mar 2026"",10:20:18,1,76.7,113"
"Frivillig dødsstedsundersøkelse - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/obduksjon-og-forskning-ved-dodsfall-hos-barn-informasjon-til-parorende/hva-skal-det-informeres-om/frivillig-dodsstedsundersokelse,""7 Mar 2026"",10:15:25,1,81.9,54"
"Grunnleggende krav til PKI - Helsedirektoratet,https://www.helsedirektoratet.no/normen/krav-ved-bruk-av-pki-ved-ekstern-kommunikasjon-faktaark-49/krav-ved-bruk-av-pki-ved-ekstern-kommunikasjon/grunnleggende-krav-til-pki,""7 Mar 2026"",10:16:16,1,82,67"
"Avansert (metastaserende) brystkreft - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/brystkreft--handlingsprogram/kirurgisk-behandling-av-lokalisert-sykdom-kurativ-behandling/avansert-metastaserende-brystkreft,""7 Mar 2026"",10:19:56,1,81.3,126"
"Protokoll - Helsedirektoratet,https://www.helsedirektoratet.no/normen/informasjonssikkerhet-og-personvern-for-leverandorer-til-helse-og-omsorgssektoren/avtaler-og-krav-til-oversikt-og-kontroll/protokoll,""7 Mar 2026"",10:16:57,1,80.3,85"
"Rehabilitering med oppfølging av et tidlig støttet utskrivningsteam - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjerneslag/oppfolging-og-rehabilitering-ved-hjerneslag/rehabilitering-med-oppfolging-av-et-tidlig-stottet-utskrivningsteam,""7 Mar 2026"",10:15:11,1,75.7,165"
"Samtidig ruslidelse - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/forlop-etter-dognbehandling-i-psykisk-helsevern-for-pasienter-med-alvorlige-psykiske-lidelser/pasientutvalget/samtidig-ruslidelse,""7 Mar 2026"",10:18:04,1,80.7,92"
"Redaksjonsordliste - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/oversettelse-av-snomed-ct--handbok-med-beskrivelse-av-prosess-og-spraklige-prinsipper/kulturspesifikke-begreper/redaksjonsordliste,""7 Mar 2026"",10:21:28,1,80.6,74"
"Profylakse mot bakterie- og soppinfeksjoner - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/lymfekreft-handlingsprogram/infeksjonsprofylakse-og-retningslinjer-for-vaksinasjon/profylakse-mot-bakterie-og-soppinfeksjoner,""7 Mar 2026"",10:21:41,1,76.9,141"
"Årsverk og sysselsatte i deltjenestene - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/arsrapport-kompetanseloft-2025-utviklingstrekk-og-status-2024/vedlegg-1-tabeller-og-figurer/arsverk-og-sysselsatte-i-deltjenestene,""7 Mar 2026"",10:22:38,1,80.6,110"
"Primærhelsetjenestens rolle - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/hjernesvulster-generelt-hos-voksne-handlingsprogram/oppfolging-og-kontroll-etter-avsluttet-primaerbehandling/fastlegens-rolle,""7 Mar 2026"",10:23:38,1,79.9,86"
"Digitalt økosystem for nasjonal smittevernberedskap - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-e-helseportefolje/tiltak-i-nasjonal-e-helseportefolje/digitalt-okosystem-for-nasjonal-smittevernberedskap,""7 Mar 2026"",10:24:25,1,76.4,89"
"Erfaringer - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/pasientens-maledata-vurdering-av-klinisk-nytte-ved-tilgang-til-pasientrapporterte-data/erfaringer-og-funn-fra-utproving/erfaringer,""7 Mar 2026"",10:26:16,1,79.3,104"
"Tilgjengelige data med innmelding fra EPJ - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tannhelsetjenester-i-norge/fremtidige-behov-for-data-og-statistikk-fra-tannhelsetjenesten/tilgjengelige-data-med-innmelding-fra-epj,""7 Mar 2026"",10:31:46,1,78.4,83"
"Indikasjon for døgnbehandling for pasienter med bulimi - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/spiseforstyrrelser/poliklinisk-behandling-og-indikasjon-for-innleggelse/indikasjon-for-dognbehandling-for-pasienter-med-bulimi,""7 Mar 2026"",10:31:33,1,78.2,101"
"Opplysninger fra privat tannhelsetjeneste - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/tannhelsetjenester-i-norge/fremtidige-behov-for-data-og-statistikk-fra-tannhelsetjenesten/opplysninger-fra-privat-tannhelsetjeneste,""7 Mar 2026"",10:27:48,1,77.4,85"
"Innspillskonferansen: Oppsummering av innspill - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/bakgrunnsrapport-til-oppdatert-hjernehelsestrategi-2025-2035/oppsummering-av-innspill/innspillskonferansen-oppsummering-av-innspill,""7 Mar 2026"",10:29:59,1,75.7,92"
"Helsedirektoratets kommentarer til paragrafene i forskriften - Helsedirektoratet,https://www.helsedirektoratet.no/rundskriv/folketrygdloven-kap-5/rundskriv-til-folketrygdloven--5-10-a--ortoptist/helsedirektoratets-kommentarer-til-paragrafene-i-forskriften,""7 Mar 2026"",10:28:01,1,74.8,104"
"Vurdert av tannhelsepersonell - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/rapportering-av-om-personen-er-vurdert-av-tannhelsepersonelllege/vurdert-av-tannhelsepersonell,""7 Mar 2026"",10:36:03,1,85.5,50"
"Tiltak: Rekruttering og stabilisering - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/allmennlegetjenesten-arsrapport-2023-inklusive-status-per-mai-2024/rekrutering-og-stabilisering/tiltak-rekruttering-og-stabilisering,""7 Mar 2026"",10:34:08,1,77.1,187"
"Vedtak med innvilgelse eller avslag - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/kommunale-helse-og-omsorgstjenester-2022/mottakere-av-kommunale-helse-og-omsorgstjenester-i-2022/vedtak-med-innvilgelse-eller-avslag,""7 Mar 2026"",10:35:37,1,80.5,91"
"Tips til vurdering av bevege seg innendørs og utendørs - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/om-funksjonsvurdering-og-skarinndeling/vurdering-av-bevege-seg-innend%C3%B8rs-og-utend%C3%B8rs,""7 Mar 2026"",10:35:17,1,78.8,61"
"Regionalt nivå – bruk av Statsforvalteren - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/forvaltning-og-implementering-av-nasjonale-faglige-anbefalinger/regionalt-niva--bruk-av-statsforvalteren,""7 Mar 2026"",10:33:39,1,76.5,92"
"Ektepar/samboere i felles tildelt bolig - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/boligopplysninger-beboer-har-inngatt-husleiekontrakt-og-betaler-husleie/ektepar-i-omsorgsbolig,""7 Mar 2026"",10:35:12,1,81.2,56"
"Pårørende til barn og unge - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/omsorgstjenesten--aktivitetsutvikling-og-erfaringer-fra-pandemien/konsekvenser-av-pandemien-for-parorende/parorende-til-barn-og-unge,""7 Mar 2026"",10:33:34,1,79.9,95"
"Innledning - Helsedirektoratet,https://www.helsedirektoratet.no/normen/rettigheter-ved-behandling-av-helse-og-personopplysninger/retten-til-a-kreve-begrensning-av-behandling-av-personopplysninger/innledning,""7 Mar 2026"",10:33:17,1,80,93"
"Kunnskapsgrunnlaget for risikohåndtering - Helsedirektoratet,https://www.helsedirektoratet.no/faglige-rad/voldsrisikoutredning-ved-alvorlig-psykisk-lidelse/arbeidsform-metode-og-kunnskapsgrunnlag/kunnskapsgrunnlaget-for-risikohandtering,""7 Mar 2026"",10:35:03,1,79.7,119"
"Forbud mot automatiserte avgjørelser - Helsedirektoratet,https://www.helsedirektoratet.no/normen/rettigheter-ved-behandling-av-helse-og-personopplysninger/rettigheter-ved-automatiserte-avgjorelser/forbud-mot-automatiserte-avgjorelser,""7 Mar 2026"",10:42:14,1,80.7,81"
"Beskrivelse av målområde 2 - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-for-allmennlegetjenesten-arsrapport-2022-inklusive-status-per-mai-2023/god-kvalitet-til-alle/beskrivelse-av-malomrade-2,""7 Mar 2026"",10:42:19,1,80.4,103"
"Frisklivssentralenes innhold og samarbeid med andre aktører - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/arbeidet-i-og-effekt-av-tilbudet-i-kommunale-frisklivssentraler/diskusjon/frisklivssentralenes-innhold-og-samarbeid-med-andre-aktorer,""7 Mar 2026"",10:42:34,1,74.1,159"
"Hjerneslag - reinnleggelse innen 30 dager for eldre pasienter etter sykehusinnleggelse - Helsedirektoratet,https://www.helsedirektoratet.no/statistikk/kvalitetsindikatorer/hjerte-og-karsykdommer/reinnleggelse-innen-30-dager-for-eldre-pasienter-etter-sykehusinnleggelse-for-hjerneslag,""7 Mar 2026"",10:42:38,1,68.5,85"
"Hva skal regnes med i timer per uke i ""omfang""? - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/registrering-av-iplos-data-i-kommunen/rapportering-av-timer-per-uke-pa-de-ulike-tjenestene/hva-skal-regnes-med-i-tid-per-uke-i-omfang,""7 Mar 2026"",10:40:41,1,82,56"
"Tabell 9-22: Demografi og livsstil - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/norkost-4-blant-eldre--en-tilleggsrapport-om-kostholdet-blant-deltakere-i-alderen-70-80-ar/tabeller/tabell-9-22-demografi-og-livsstil,""7 Mar 2026"",10:38:38,1,81.5,130"
"Eksempel 4: Momenter i en sikkerhetsinstruks - Helsedirektoratet,https://www.helsedirektoratet.no/normen/fjernaksess-mellom-virksomhet-og-leverandor/eksempler-pa-avtale-rutiner-og-sikkerhetsinstruks/eksempel-4-momenter-i-en-sikkerhetsinstruks,""7 Mar 2026"",10:45:50,1,76.4,88"
"Oversikt over informasjonselementene i Helse-NIM for tilstander - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/helse-nim-for-oppsummerende-helseopplysninger/helse-nim-for-tilstander/oversikt-over-informasjonselementene-i-helse-nim-for-tilstander,""7 Mar 2026"",10:44:35,1,75.4,183"
"Goals for the plan - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/joint-ai-plan-for-the-safe-and-effective-use-of-ai-in-the-norwegian-health-and-care-services-2024-2025/introduction/goals-for-the-plan,""7 Mar 2026"",10:48:05,1,87.7,70"
"Formål med handlingsprogrammet - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/kreft-i-spiseror-og-magesekk--handlingsprogram/metode-og-prosess--handlingsprogram-pa-kreftomradet/formal-med-handlingsprogrammet,""7 Mar 2026"",10:48:46,1,85.8,77"
"Oppdatert kunnskap gjennom overdosenettverk - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/oppdatert-og-tilgjengelig-kunnskap-om-overdoser-og-overdoseforebygging/oppdatert-kunnskap-gjennom-overdosenettverk,""7 Mar 2026"",10:49:11,1,76.5,93"
"Verdens overdosedag markeres over hele landet - Helsedirektoratet,https://www.helsedirektoratet.no/rapporter/handlingsplan-mot-overdoser/oppdatert-og-tilgjengelig-kunnskap-om-overdoser-og-overdoseforebygging/verdens-overdosedag-markeres-over-hele-landet,""7 Mar 2026"",10:49:26,1,76.6,94"
"Nyrekreft - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/urologi/tilstander-for-urologi/nyrekreft,""7 Mar 2026"",00:10:04,1,84.2,87"
"8.3.5 Skilletegn - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/nodnett-i-helsetjenesten/vedlegg/bruk-av-samband/8.3.5-skilletegn,""7 Mar 2026"",00:24:57,1,85.3,53"
"Diabetesfot - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/ortopedi/tilstander-for-ortopedi/diabetesfot,""7 Mar 2026"",00:37:49,1,81.4,149"
"Fremgang i helsepolitikk gjennom europeiske samarbeidsprosjekter - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/internasjonalt-samarbeid/eu4health/oppdateringer/fremgang-gjennom-samarbeid,""7 Mar 2026"",01:11:54,1,76.6,97"
"Eksem - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/barnesykdommer/tilstander-for-barnesykdommer/eksem,""7 Mar 2026"",01:18:52,1,80.9,205"
"Start trombektomi - Helsedirektoratet,https://www.helsedirektoratet.no/nasjonale-forlop/hjerneslag/akuttfasen-ved-hjerneslag/trombektomi/start-trombektomi,""7 Mar 2026"",01:18:32,1,82.1,93"
"Norge med ledende rolle i europeisk satsing på kreftscreening - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/internasjonalt-samarbeid/eu4health/oppdateringer/ledende-rolle-kreftscreening,""7 Mar 2026"",01:29:27,1,77.9,68"
"Mitralstenose - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/hjerte-og-karsykdommer-25-29/klaffesykdommer/mitralstenose,""7 Mar 2026"",01:48:51,1,84.4,58"
"Klaffeopererte - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/forerkortveileder/hjerte-og-karsykdommer-25-29/klaffesykdommer/klaffeopererte,""7 Mar 2026"",01:55:21,1,81.8,69"
"Kortvokst - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/barnesykdommer/tilstander-for-barnesykdommer/kortvokst,""7 Mar 2026"",01:56:57,1,80.9,214"
"Helseberedskap - Helsedirektoratet,https://www.helsedirektoratet.no/om-oss/internasjonalt-samarbeid/eu4health/myndighetssamarbeid-i-eu4health/helseberedskap,""7 Mar 2026"",02:02:25,1,80.6,121"
"Proteinuri - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/barnesykdommer/tilstander-for-barnesykdommer/proteinuri,""7 Mar 2026"",02:06:26,1,81,209"
"Hyperglykemi - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/barnesykdommer/tilstander-for-barnesykdommer/hyperglykemi,""7 Mar 2026"",02:26:13,1,81,218"
"Hjernemetastase - mistanke - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/onkologi/tilstander-for-onkologi/hjernemetastase-mistanke,""7 Mar 2026"",02:19:54,1,83.3,90"
"Glandelsvulst - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/barnesykdommer/tilstander-for-barnesykdommer/glandelsvulst,""7 Mar 2026"",02:28:56,1,81,203"
"Kronisk kritisk iskemi - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/karkirurgi/tilstander-for-karkirurgi/kronisk-kritisk-iskemi,""7 Mar 2026"",02:42:28,1,82,86"
"Skjelettmetastaser - mistanke - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/onkologi/tilstander-for-onkologi/skjelettmetastaser-mistanke,""7 Mar 2026"",02:48:51,1,83.7,86"
"Utviklingsanomalier - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/nevrokirurgi/tilstander-for-nevrokirurgi/utviklingsanomalier,""7 Mar 2026"",02:52:20,1,82.7,92"
"Nedlastbare filer for Norsk laboratoriekodeverk (NLK) - Helsedirektoratet,https://www.helsedirektoratet.no/digitalisering-og-e-helse/helsefaglige-kodeverk/nlk/historiske-filer/norsk-laboratoriekodeverk,""7 Mar 2026"",02:59:38,1,62.8,71"
"Syfilis - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/infeksjonssykdommer/tilstander-for-infeksjonssykdommer/syfilis,""7 Mar 2026"",03:11:30,1,80.6,111"
"Spinalkirurgi - Helsedirektoratet,https://www.helsedirektoratet.no/retningslinjer/antibiotika-i-sykehus/antibiotikaprofylakse-ved-kirurgi/nevrokirurgi/spinalkirurgi,""7 Mar 2026"",03:38:13,1,82.6,200"
"Thoraxapertur syndrom - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/prioriteringsveiledere/thoraxkirurgi/tilstander-for-thoraxkirurgi/thoraxapertur-syndrom,""7 Mar 2026"",03:33:52,1,84.1,103"
"4.4.2 Bruk i Finland - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/nodnett-i-helsetjenesten/sambandsstruktur/internasjonale-talegrupper/4.4.2-bruk-i-finland,""7 Mar 2026"",03:55:38,1,81.9,113"
"Uretritt (U72) - Helsedirektoratet,https://www.helsedirektoratet.no/veiledere/sykmelderveileder/diagnosespesifikke-anbefalinger-for-sykmelding/urinveier-u/uretritt-u72,""7 Mar 2026"",03:52:05,1,86.1,87"
